,id,breed,breed_id
8182,cca773094173965bbd04f829eea6eec7,newfoundland,112.0
1083,1ad70c17e5e38db454ec75b711ce73ad,lakeland_terrier,91.0
7294,b6c15ba2271aae59b55443cc46ebab60,kuvasz,82.0
5235,840db91ba4600148f3dcb06ec419b421,pomeranian,117.0
3162,4e16b1ec6375e02446cfdc10aec562e4,cocker_spaniel,77.0
3737,5ce1816545af31c8cfd10612c74e0675,english_setter,11.0
7247,b5aa440f4f161b2f3b97ec382c68cf4a,australian_terrier,35.0
1302,204afa07ab86787636e985188cb82b36,cairn,50.0
3075,4bc5d815982f161609ad0866a1384723,sussex_spaniel,109.0
5925,95b04ef45b853922685ba6d257fc2f0c,japanese_spaniel,100.0
8335,d0f6c63bf17f25be16f2671c0ac7b7b6,schipperke,5.0
2058,337502285c0efd151eb657d7962b4762,labrador_retriever,62.0
2966,49316a21549beb0106c4ca7165d5f390,gordon_setter,96.0
4472,6f9f76d5b090ee0691154de6cbc70c2f,pomeranian,117.0
1679,299c7717d3af4a4ad1842a5b0b8ee1ef,newfoundland,112.0
9938,f9b333457342a87a8321d8686035a7cf,ibizan_hound,30.0
8203,cd067bf6b895c629180fdf08f7a0b96e,basenji,52.0
3729,5ccc97e47bb1878de5b003a86968afe6,border_collie,83.0
8172,cc77de33c6b6f0ed97200803e09e1275,shih-tzu,3.0
6636,a6c988709c96bc166247eabb115c2d24,malinois,106.0
2148,3598967efffedfa77027eebdd16f4ef0,malamute,53.0
7312,b73a0d54dbdf69a271b117756ed53c9b,redbone,2.0
8253,ce7a719bf215d73fcf0d19f554bed5ba,great_pyrenees,28.0
7815,c37ce9e2e471477f053b69eb39fb5535,shetland_sheepdog,66.0
7242,b57f4d8d01aec87fb4e257b1e265ec38,american_staffordshire_terrier,116.0
4758,778a40555323b9c9eb080086c29904f0,english_setter,11.0
1732,2ae0c93bbde7a8f13ed5583d97352a83,border_terrier,71.0
7405,b963a1d5bba4328707c2266a1296f33b,gordon_setter,96.0
6843,abc6347441eb3b1d42e208a6aa8ac05f,welsh_springer_spaniel,19.0
10127,fd99c29a3ee91c7e9114e34be1ca0d1e,german_short-haired_pointer,97.0
3494,56f856414ac80094d808ce464b446bed,dingo,101.0
9554,ef91df1385e44b81c78dd345b1a17f14,afghan_hound,20.0
9991,faa2c24c801b37aca93ac744da51c2c3,boston_bull,27.0
1349,212fac12fe3bfc0820cd6d05339765ab,toy_terrier,51.0
8775,dbf58e6de2a26b9f6f26c1c8723af964,japanese_spaniel,100.0
4921,7b6f7284d435c071707ffb6c956511ef,wire-haired_fox_terrier,94.0
856,14d2892358ea21837f7a9399c0b00acb,boxer,42.0
2525,3eea6cadbec5977ee593c7e75c9be5c1,ibizan_hound,30.0
7449,bb2a76124ba043a98b39ee37d033d746,giant_schnauzer,92.0
9365,eadb9e961a7835d4da014f7de12e7660,silky_terrier,41.0
8134,cb6e8b90c3769f074a74f27296cad88f,entlebucher,26.0
7664,bfee9396063ff719130a3a61569325d5,staffordshire_bullterrier,70.0
2726,43337a20c5afaf0cae4b37a7cdf5897e,border_terrier,71.0
7589,be390f190d4ab118992e2784b8522d50,scotch_terrier,103.0
918,16941a6728ddb9cb7423a6cc97fbe071,old_english_sheepdog,34.0
452,0ab9cdefc666573f8019356ffefe0c69,sussex_spaniel,109.0
6465,a2c5cd0d85ebbd6679bd8320d90ecfba,pekinese,107.0
9322,ea06fc45fe1d39398d6ad82c2f741742,collie,16.0
450,0ab12906ac3a87b531c574a15e79c58a,curly-coated_retriever,36.0
789,13932827f30cb00d0cb4c40443c788f4,blenheim_spaniel,15.0
6847,abd43fd42eee6c32c7d95fc0993603b6,english_setter,11.0
8412,d327e8ca5085a224a03dfcf4a6e984d7,bluetick,6.0
4061,650953565013848ff55db2f2dbde0888,yorkshire_terrier,86.0
2696,427df2d262825c96b28605c3e5843ffc,weimaraner,38.0
2904,47fac4532022386b1db133b01c0c0b75,afghan_hound,20.0
282,06cd8e3fbfe72c34461814239e1deab8,keeshond,80.0
7940,c680c7aa880ab72ae585f401a223470f,keeshond,80.0
3994,6338aedbf9de0ccbc208bdc99f8f2431,ibizan_hound,30.0
3717,5c9cb6499e5ba2559dbca47cac46536d,west_highland_white_terrier,4.0
5978,96e2ca5c370468190471ddf41514170c,pomeranian,117.0
9021,e288a162bfb38659a7ca6809546b6dff,cardigan,61.0
5275,84de398dd5408d91b133e2e95628120a,airedale,12.0
6426,a21caab32c00011d38f1e409fbf65d19,german_shepherd,115.0
7341,b7f69b255149ea94edf291e0b6bf1bc8,staffordshire_bullterrier,70.0
1949,2ff404cb6bdf5a20351b3db40a4584ff,basenji,52.0
582,0e63b24bfd67158963830f64b5126aef,blenheim_spaniel,15.0
2091,34101ff33a2a390ee7f30859d21c75fd,weimaraner,38.0
2074,33d3d86055b02fe7f097e3654fd42d3a,lhasa,87.0
2752,43b2788fc5751dd7a1b6cf8952387203,australian_terrier,35.0
4149,6740ace5dc56388198108e179c8758c9,bull_mastiff,44.0
8675,d9ba83cfc833f82120d0ca495c3cd06d,basenji,52.0
8749,db4755219032571f2faed853d0dded0a,bluetick,6.0
10116,fd3c4ef41e17c992e0c5aaa5101a39f3,irish_terrier,59.0
1191,1da98c9c285b5a47dac2f31917a24b11,leonberg,102.0
1954,30298037be3bcc4f1c2798863d8ad579,border_collie,83.0
2019,3221e5efdac2083138d4e5e4740778c5,toy_terrier,51.0
161,03dc61595ad9dbf49e3998cf586ca8cb,scottish_deerhound,78.0
1319,20a9238dd34f189ec7de945e006e660b,beagle,105.0
457,0ad3d66ba7b2d5d6d608da088abca7c0,welsh_springer_spaniel,19.0
5095,80ec00fdfec7ab916f8ccd769f788bcf,keeshond,80.0
5582,8d06f684b12bf2c64375acf001cd8285,japanese_spaniel,100.0
3672,5b9656ed9f494add26b3ffd175cd7bae,german_short-haired_pointer,97.0
2700,42a294b2c65e0f3dc8c4ba451b53a31a,rhodesian_ridgeback,13.0
5220,83b3d0a8769f183d2386164bf16baeb1,vizsla,74.0
2720,4304e5bba7efe64d9f07de0156a5beb5,papillon,99.0
4508,70806e7505a917f26cea46b3d0efeafa,curly-coated_retriever,36.0
6207,9c88de8027c36fc397daf2ca403e14ef,irish_setter,81.0
4551,71b9314a8d3d19ce383dba9e5f81da71,kelpie,29.0
3375,53d2ac9bad9a7afe75627d55aacf19be,siberian_husky,118.0
7480,bbce1f2dcd7160bf39c92d9ace657bb2,japanese_spaniel,100.0
3026,4ad60192d6b880ac4eee7f23d7c26b96,miniature_poodle,31.0
3801,5e138789715a8ed28c7cc93c0df6f7a0,saluki,58.0
5301,859433a164cbb202cfcf57ee6b24217d,samoyed,1.0
3570,58ca1366de1592e48fefa05d4c833942,tibetan_terrier,17.0
6867,ac63a26c445b5e7c92bbd09b1abe1673,border_terrier,71.0
9333,ea426774d331299b8e12f53955e0fe99,weimaraner,38.0
9068,e3dac9d6f0bf998d55b310d37f5d4a27,great_pyrenees,28.0
6043,989ad181026cc26dc11dd6f31306f0c1,bernese_mountain_dog,25.0
6998,af6fb94b286f01effa542e8ea69c1322,kelpie,29.0
6113,9a27688062adf7750b4e8a71cdd240b7,irish_wolfhound,68.0
2207,376b8379ebf3bc400727cd04cd7d497d,vizsla,74.0
3788,5de0c02ceacc7a724f48c12a2d6489db,australian_terrier,35.0
4288,6ae4bcab2d4c0d9490fca86dae67ab48,groenendael,8.0
3053,4b5f9ef76af8a149b65e2ad2f875b7ab,soft-coated_wheaten_terrier,69.0
5615,8dc0b8413494816aff0d87e9f64ae4fc,staffordshire_bullterrier,70.0
8909,df780bd081dc94caf4d1b08583fcfb99,chihuahua,45.0
4494,7043f88b39377d1f4bdf5f4e4dc3f651,bull_mastiff,44.0
9586,f07d7513b336f4cf1ac5be3b46eecd66,basenji,52.0
417,0a0c223352985ec154fd604d7ddceabd,kuvasz,82.0
1224,1e34a978b4d2b36592d2a3db6b3f4571,lakeland_terrier,91.0
6777,aa4b973e445141931ec097aafa317395,clumber,95.0
9713,f46f1e81fe9224c6ee6206ff24aa6b31,otterhound,67.0
8055,c962302a0176ab136617cac958822928,irish_setter,81.0
1786,2c55080777e6a4d52cddbd370611af06,silky_terrier,41.0
4065,65194fb265447aebcd3017705d04136f,entlebucher,26.0
3528,57e15a54b72f8a5ea9abff0938dcfb95,scotch_terrier,103.0
1206,1de5f24f4c532d111be28b0904d5fe2e,great_pyrenees,28.0
6191,9c010ac92006c01fd68602e4a896ba28,golden_retriever,55.0
923,16a760e466fd2b2fe0ef8879b5b2245d,groenendael,8.0
8704,dab2023fc149d0c42f905ffaa78b2fa6,african_hunting_dog,88.0
8160,cc08970afdec42e3c35ecdcb82b88343,miniature_poodle,31.0
849,14b6f4f65cf579f4a402b310be78b8ff,cocker_spaniel,77.0
5573,8cd3fb35c72d692d4c717b6052465f55,kerry_blue_terrier,23.0
1956,302e4507ef9c5ba2c0b26ab890cd250c,tibetan_mastiff,104.0
6638,a6cf3f47adc06eb5671790454b562b88,border_terrier,71.0
8298,cfbca2f86b0f5cac31ed9b41d9482661,dhole,24.0
3146,4db214f01a18bc86674737115f96673e,pug,85.0
2973,496d44265b7d32f2ac1648e1416a247c,bouvier_des_flandres,110.0
7057,b120195ff2d099b37987f076a5c1078b,schipperke,5.0
1546,263a1b1fa0cafa212f6c34c7bf693b57,affenpinscher,22.0
6561,a524d48e3678d93cba520d128889a84f,scotch_terrier,103.0
2216,379932cedeaba8c3bc3661a16560036b,sealyham_terrier,47.0
7237,b54cef53d681db71d03a4e4230acefc8,german_short-haired_pointer,97.0
9675,f38dc765277ae9dc0bcc677dd8685c3c,english_setter,11.0
1031,19836230f52797b4d2221ca670ee6db7,american_staffordshire_terrier,116.0
249,05c128c8e3ef0c2739f181f9c5677f56,australian_terrier,35.0
3731,5cccf8e7b1c4a17fa7b79a069533dc22,pembroke,72.0
5529,8b9484507627b9aa40a2ed98d8023d45,bull_mastiff,44.0
10088,fcaff3d64f414b0a095d9a50cc29c401,otterhound,67.0
368,08e4013c0ddc710c57d1d188bf7c0cfe,blenheim_spaniel,15.0
4285,6ad7ade84c235148e663d4cd336060e3,pembroke,72.0
2955,490ed36403ee275e03d8cd6766516c09,american_staffordshire_terrier,116.0
5873,942d5a6f10384d47e38cab1b52bdcd75,welsh_springer_spaniel,19.0
1849,2d96378ec31a98a7875b5fbead2e5762,soft-coated_wheaten_terrier,69.0
6986,af2b739748b90d1d3741171a9414ae59,weimaraner,38.0
7983,c7a166b06d765dc146e516a3ae3aaadd,gordon_setter,96.0
4245,69b282f3d9e81dba018b130b9eb2f3f2,great_pyrenees,28.0
9345,ea7a7a80860e733c670e387bfe93bf08,walker_hound,57.0
7639,bf461ad78efdb24bc7d30a062b3d82de,bloodhound,73.0
9065,e3b8f3589a7286ebe017300bf780c279,rhodesian_ridgeback,13.0
8251,ce5e29677c46c613e9831bd801f2d907,irish_water_spaniel,40.0
7582,be1032723cc8abb85c6cf81e129e6161,keeshond,80.0
7818,c37f92c33db324963a0a00725b8e7172,clumber,95.0
942,170b803738598c2466457271f98f647c,blenheim_spaniel,15.0
4415,6e44501e366c74ab7431e1ff5256ab79,collie,16.0
2188,36ceaba7a4368d3801d874f2e7dca3ad,great_dane,79.0
6420,a1e14ddc9300d0cad934c3db77f37f62,irish_setter,81.0
8940,e073b458a33cbfe9b733764a1246f52e,saluki,58.0
5090,80d78b5caa5acf81851d7dc9c5cffddc,newfoundland,112.0
1689,29f4fbc88dbe90a21ceffa17cd167be0,toy_poodle,0.0
2447,3d048af542545494b12fd46c06bc5a52,italian_greyhound,9.0
2200,373cec0fb775bb48dc1ec3d491bf8be8,wire-haired_fox_terrier,94.0
6747,a92a34eb1cd3fd3197ff0f2147251606,malinois,106.0
5206,836e542611a2ee50d6df3f3a9834132a,malinois,106.0
9363,eada9c7e7e1d9fde5df22b28e0ca9341,samoyed,1.0
5322,85f08de63891d73f87e76f2763ab771e,bluetick,6.0
5836,93660caa9d048421c2ce42040b1b3e7d,redbone,2.0
8850,dddece0d4f1ff6795a125836e4a88e07,afghan_hound,20.0
8428,d3b93c2ca76232e541a73083f6f04332,redbone,2.0
4175,67ebc66349f9f66884ad4f64cc9f13b0,great_dane,79.0
9159,e614058019fbb49489ee4f9090cf25ef,samoyed,1.0
1622,282f23a4decf778f59a15447c4588902,lhasa,87.0
584,0e6f7b1083d38cfef96ccdf3171608d3,doberman,63.0
10026,fb7a49c3ed2c5f1a82d562fe0792c3fb,african_hunting_dog,88.0
8133,cb64a5454e405b6eef6061fda3433fe5,keeshond,80.0
7525,bca8c43f2dd4898cd5d17b99f5a17305,whippet,21.0
10158,fe50bac6c389d137ea01c9cfc7346ca8,scottish_deerhound,78.0
4040,6487f0f5886fa4e46ef422d8069acb8d,pug,85.0
9704,f41a4709ea45d334e7fd4f61f4ca01c0,airedale,12.0
5688,8f8daa0da029ecf2ac47fbe8d19eef39,saluki,58.0
3805,5e242dc5e07d364af250af626a2170cc,lakeland_terrier,91.0
4458,6f3ffaa96d2f7c365d40f71dcbca6336,keeshond,80.0
6028,983d4d40106bbaee0404d242221acb6e,afghan_hound,20.0
59,0169294085e94d1250587b38e4fbb532,kuvasz,82.0
7814,c3664530805157a7230319d164ceee95,english_setter,11.0
6233,9d3ecae65dee9723c4df0845aef7f6ca,whippet,21.0
4438,6ec7a007a28588f6367c31e43f7b9ee7,bluetick,6.0
7520,bc9ead907720f9b02024a23283c1c9c3,afghan_hound,20.0
6551,a4e604d242c562547365f464e38e4b13,newfoundland,112.0
7112,b279dd6df6740a08aa98ea68cce2396b,schipperke,5.0
3302,5201cf397c9fb94bede2b6305bda9fff,standard_schnauzer,7.0
5541,8befc822b56b744d72872428a0ef4851,boston_bull,27.0
780,1369c16ecf370cee5e4a306eebe5656e,border_terrier,71.0
9998,fabd0085e9b6b9c83b9fb419e0a2b5b7,bedlington_terrier,84.0
9733,f5171a2251d123f01566ace3a1107754,whippet,21.0
9202,e75f2316c5dd47b87a22bbe95cf8b8da,tibetan_mastiff,104.0
2715,42fa9fd9dd63066d88e3fd56117d787c,leonberg,102.0
2450,3d160295116b1d249fef3690061dfcb2,dingo,101.0
8585,d7667fb74a7d171c5254c531ec53e7ae,african_hunting_dog,88.0
4607,7336e0a8e59daf3f48c5759a321c8b40,bloodhound,73.0
1341,2102caf5ab229e2d6e621ceff6313ae1,basset,46.0
3712,5c77a71b19f29a06f2a3a6844a082132,german_short-haired_pointer,97.0
6006,9787f0345521092b6921a518609bc5d3,bull_mastiff,44.0
10071,fc5ea05e270b116e5c033f0b9e3b6082,chow,49.0
5398,881ff9eff7bcf5bb5cd5bc2e39b22a2c,groenendael,8.0
4812,78ba53d157186b9c4de0da5d6897a1db,airedale,12.0
4098,65f50586d1b8ed7e6ab3c11c23bfb246,italian_greyhound,9.0
1036,19a8c1698819d382c3ead14bdc1a360b,affenpinscher,22.0
6731,a8dc5a206ac4407615c91f522fceaece,basset,46.0
2135,352893b9735e64f4b0c4faec49f88b0c,dingo,101.0
5923,958f26d170394045f98ab3278a4f2f8c,cairn,50.0
4083,65a3a8d1011f95e937d77e3a79700dad,standard_schnauzer,7.0
7759,c23585d9731052eb35ccf6308aba585b,collie,16.0
575,0e24a584e10db2c8f827ab00772e29cf,leonberg,102.0
4740,76f332f9bc92a0ede6185410b21065ba,italian_greyhound,9.0
4,0021f9ceb3235effd7fcde7f7538ed62,golden_retriever,55.0
2694,42729b9128f65dc9be8d532c26ded4ef,pembroke,72.0
7628,bf03d141ce99683a817108ea9cea17f7,bernese_mountain_dog,25.0
9298,e97344d98c999f4f9bfa5dc33ca09ecb,papillon,99.0
4355,6c9dd7ea6386769954f6f39ea755db1a,japanese_spaniel,100.0
3537,58121984d6a2a42a9326efa2c10c6595,pembroke,72.0
8320,d0441db03224b15c47422e6bdf351a52,cairn,50.0
9347,ea81932e294837391a437fd513a87e89,shetland_sheepdog,66.0
9863,f811a192eb721accaa495e6722d9acff,basenji,52.0
801,13d470408dbbdc20b38ea32d3752edbb,malinois,106.0
7969,c746f8858f83b2be8d985b152ebe1303,american_staffordshire_terrier,116.0
8152,cbcd2646088a01dce9e5dbabce5aca3d,entlebucher,26.0
1450,2434d734f7ca85eb4733884ba23b7c68,old_english_sheepdog,34.0
6002,976982b85d3f8c7b7297ffbaf8a78d55,basset,46.0
9739,f547c95af25d09dc444943724396a68a,cardigan,61.0
1528,25c47bc84760dbb01ca2f96bbce9489b,rottweiler,76.0
352,086e8ca78ec3303a8f06df003ecb6612,chow,49.0
7960,c70e2005c583c20713fb481dd72fb30c,sealyham_terrier,47.0
4923,7b7ea2616f2ee3267718d010b92965cd,entlebucher,26.0
6022,980657a2afaf0fdd549e166fa899407e,dingo,101.0
8256,ce92370c283c12eb64271cdec81fc1d5,old_english_sheepdog,34.0
7180,b3e3556e19d2d067314dcbfecf2ab7b7,schipperke,5.0
3116,4d0aaeb97332aebac90f0ca42a9ff1eb,schipperke,5.0
9380,eb5635af7d2f315b0f256aee4f41524e,cardigan,61.0
9308,e9a3813892432cb6d5c771156b4bb3c5,african_hunting_dog,88.0
4642,73fe2b31f6e54846d580e36ecfe54007,entlebucher,26.0
4123,66b7cfc0b7ea792fe0d95cfe4409cc04,miniature_poodle,31.0
1165,1d1584d7fb1d92bae311a7e436829e08,maltese_dog,111.0
1192,1db6673169b83ed310c140a7ecea695d,pug,85.0
8469,d48ea539bfde72872b5deda0f543030e,bernese_mountain_dog,25.0
3690,5c05304bc30d44d568371e5d976e09cb,boxer,42.0
9212,e792459978c605f740a2b553ec1608f6,dingo,101.0
4685,757556f1f0520020f09adea9512078a7,irish_water_spaniel,40.0
8436,d3efb07d4a0dc2d9d1824ca79964a222,golden_retriever,55.0
1749,2b4e24996bd70174a4ecb6990a3d8204,kerry_blue_terrier,23.0
8961,e0fe902cde4c16de2dd1bd8c5b6dc08e,komondor,60.0
3711,5c6e495309ca61e8ef9e3c0fbdde6573,sealyham_terrier,47.0
9597,f111b639af2c7bd5e7e91e7595913894,french_bulldog,48.0
1248,1ede5aa5f18e1ed971b129195976b170,ibizan_hound,30.0
7937,c66c6cfc9bb48d1093d24583f8722f55,wire-haired_fox_terrier,94.0
6453,a290e911f2c3fe117944ef7e0b42cb03,french_bulldog,48.0
3016,4a844fbe8e45618962aa8440cc881035,bernese_mountain_dog,25.0
5800,927d59ba35da645ee6b17bb17ac6fe31,miniature_pinscher,89.0
6451,a27fc9c9f35579d2ff1c7f2a2c6fae60,samoyed,1.0
5341,866965dab54e1f3c641ed3e18b2f3313,african_hunting_dog,88.0
2256,38561c8b2f9f72d03c960e9831f9663d,standard_schnauzer,7.0
8837,dd7bd28f48de7a9dd72dcc4fbfe50741,blenheim_spaniel,15.0
7349,b833838e583a0f38bf8be0971074be52,welsh_springer_spaniel,19.0
5029,7f43f309e6e7110b37259d6a2ccd70a3,italian_greyhound,9.0
7236,b54c71c47f3d46a3bf72fbd9301de6fa,komondor,60.0
3563,58a6a34a91059b13bfda501c64a7356c,greater_swiss_mountain_dog,108.0
9481,eda5e03fc28a7fd651cd1a7b864ae749,staffordshire_bullterrier,70.0
5194,832dd63427bca3afb5bc86f1fac57dfb,bluetick,6.0
1452,24380b2177bb5243112b3c64008e2176,german_short-haired_pointer,97.0
7036,b075c74041a14bc388192ebabf092084,whippet,21.0
5566,8c7e23bd90d01d924555b942be79844b,rhodesian_ridgeback,13.0
996,1880c57a7ac87a232158207581c989df,pekinese,107.0
2144,356c4208d3298e914c96d6de56328334,samoyed,1.0
10214,ffcb610e811817766085054616551f9c,briard,56.0
1532,25d44cc514ac6625b1ea11ab91b4ba2f,lhasa,87.0
4681,754b8255e5c1580b1d7c8e1bb8e41395,appenzeller,54.0
8468,d48a8aa150e8ec0f97868af26bcc0a93,scottish_deerhound,78.0
6080,998aa2b3f9d6379b4ef051025443601c,komondor,60.0
5633,8e10d1f33b37f98f019c97d77f5d3721,airedale,12.0
3225,4ff306a221c4047958f80788f05342c1,bouvier_des_flandres,110.0
3851,5f652b4b42ee2ca369388f36f11bcf6a,pomeranian,117.0
7965,c72cad3c532886e10001f99c4a954156,irish_wolfhound,68.0
3996,633f5c9024dc628fb603e42dcc796000,pembroke,72.0
6138,9ac3aa31819e0fbc75bb8323127a2941,bedlington_terrier,84.0
4577,7262b773c5838d6093941df38bd1f319,sealyham_terrier,47.0
8795,dc99d12a7cabf5d737be5a74bf56c3a9,saint_bernard,65.0
847,14b1b3f0d45a15766dc02dc84899b07a,boxer,42.0
333,08098e0a4074f62169ab53f7efe40da2,pomeranian,117.0
6655,a72fac01497e296e32fab4192df57531,ibizan_hound,30.0
4786,781aff4e974e88a2677fe0dfb67b4f84,old_english_sheepdog,34.0
357,08829c00da02dea80eb491122989492f,afghan_hound,20.0
9878,f842f546bc73b3c40698bbf9f94928dd,irish_setter,81.0
7503,bc1e529af6d62fca70f79f9f498f8d26,newfoundland,112.0
6635,a6c8e21983dec5202535bc6ce06272de,bluetick,6.0
6455,a2974cd29095193d21bad9d4429a0146,scottish_deerhound,78.0
8724,dae3c0bf3f109087f31b89a7e5328e56,keeshond,80.0
4006,63a23dacecac1bc1bdb3faf77291220a,eskimo_dog,33.0
7378,b8cc9c5226ad59f53538f1f04b2b426e,basenji,52.0
5111,813f7061a301759e6fe78f360ff4cd07,whippet,21.0
1606,2796546b6e0e5e25f200df4b79ef0099,border_terrier,71.0
480,0b72856996ad5826afff7195ff678589,scottish_deerhound,78.0
6349,a004e452a808e75b654d898cf776c973,english_setter,11.0
6018,97eaf551c872ffc382aacc77fd2766e9,ibizan_hound,30.0
3415,54f801ce3b48bb48b6213d697ad22683,great_pyrenees,28.0
446,0a9832b18d360f50f5b3b2ab4c540ddc,collie,16.0
4887,7a9f629102866bbfc0cb0fcf734172ef,norfolk_terrier,39.0
3573,58e34ac5f1fb0ed7ede58ff4c2f08b52,keeshond,80.0
8780,dc17313b78b555caab983c9270dd3ab9,scotch_terrier,103.0
1273,1fa34ed77b77aaedb62094d6fa82bda8,chow,49.0
3092,4c50792793d5ee80ea402a9ae5416422,saluki,58.0
6390,a12ad579f50f6615214f1f8fe800a3ee,bloodhound,73.0
10212,ffc532991d3cd7880d27a449ed1c4770,tibetan_terrier,17.0
3976,62b8bd540033bff986fe0690d710feee,norfolk_terrier,39.0
9133,e5831fcb399c887cb0ac1e3a3d229f7b,standard_poodle,98.0
8070,c9be1b14a664fab3d09d0ca4b8a79cbf,pembroke,72.0
549,0d82788cd302dba65793ea68f55cc649,flat-coated_retriever,90.0
4397,6dc71162eb51b2347811e9beb934fa17,miniature_schnauzer,14.0
9208,e77a27e8f24034facbfae4b2dffd476b,labrador_retriever,62.0
6065,993f57792daa5783e0f4c93b32ca1fec,cairn,50.0
6419,a1dfedd16f94ca093e79f93f3eb6e03d,samoyed,1.0
5227,83d405858f0931722ef21e8ac0adee4d,groenendael,8.0
1212,1e06d7f87fc2c11ac1c7ae10c10d5e63,silky_terrier,41.0
2089,340c5a6ff260c7896682730385a8d337,standard_poodle,98.0
9566,eff87e94b7ba6bc2c8ddfc5e135c1892,afghan_hound,20.0
280,06c4dbc5b0ea3674bbc752c4ce76819a,irish_setter,81.0
4491,7035172c071b6774e427e923078549cb,golden_retriever,55.0
6478,a319f3dc68e86ef3d4fb40dcbcc4de99,saint_bernard,65.0
9331,ea1c23bc0a6d8c057a12d2a68b44c7c2,japanese_spaniel,100.0
6596,a5d812a813274bd656337ad3a76947e2,vizsla,74.0
9302,e993788050a70ef538c396f582c3a04c,bouvier_des_flandres,110.0
2905,48048065b7698d8bf4e4c1c084748d65,pembroke,72.0
7885,c552deb03796d5f050d9d2cfd1323d73,brabancon_griffon,10.0
5564,8c75d52decdc0749d1de591095752ce8,staffordshire_bullterrier,70.0
9301,e98505488dfe161e0894e1bce7b5de04,cocker_spaniel,77.0
8849,ddde7d44c5c478092358387baee20cfb,american_staffordshire_terrier,116.0
6204,9c6f8f10027e0076ba75d10bfc3232a4,shih-tzu,3.0
4657,748256d6f5781e0404b63b6e6e6a1dc7,french_bulldog,48.0
4394,6daa0da30db6c20972b50b5fb4742c15,kerry_blue_terrier,23.0
8703,daa59e97cb75d22b9691d48bdee59f53,samoyed,1.0
2601,40b29230498c1541cc0872df48409c71,schipperke,5.0
498,0c0955cddf9488d30e6e8d4ee7c18856,irish_setter,81.0
1244,1ebf07f4fc0f44b6befec9aa3cd8adbb,beagle,105.0
9757,f5a88560838b1fa960f2bdf8bcc33621,great_dane,79.0
2776,4458a2efa05beea5e022888bebac6e95,sealyham_terrier,47.0
5613,8dbe0cc0a87f2bdebbe93f9a62a5c6eb,miniature_poodle,31.0
9601,f14f1200ba75d75293d9e1ca432f90bf,flat-coated_retriever,90.0
5677,8f15c00b8e73fd9afc8f6ebd7ea44c80,cocker_spaniel,77.0
6602,a5f391ecec6ead7ff92785232f7c1d1d,japanese_spaniel,100.0
8111,caa1cc6ebf435bc9f43d8cf32d67d48f,leonberg,102.0
2854,4656d270f9b179fc428a8d10f63e61e4,pembroke,72.0
5528,8b8d64d47df5dfa4fdd0581e476103be,staffordshire_bullterrier,70.0
5622,8de72f0f1be9df62944c9ed2f7841ccd,border_terrier,71.0
1846,2d879c2cde4587ac5bac5fcfdd0edadb,west_highland_white_terrier,4.0
892,15b5949f52a4838f9fe3d69cfff94fd5,beagle,105.0
2944,48b7a7cb06dfe7e1b2ee57867b2727c9,norfolk_terrier,39.0
3391,5431316ec1ca840d0a7fbb7e7d15edbd,tibetan_mastiff,104.0
1073,1a98c368ffb2822653ff93475c73deb7,collie,16.0
9367,eaea761df48d7adef74af9c66a0fbf4c,dingo,101.0
2079,33e5fdef03e2fb25829124953115375f,miniature_schnauzer,14.0
5452,899f284bbdd762992629dc31a20a7d49,bull_mastiff,44.0
6249,9df5e6ab4c12f8cddd6bc3ed343251f8,english_setter,11.0
6972,aee2775bb66001a6b3b48840710c907d,newfoundland,112.0
8660,d958476b5a7e9699c55c0d3c9af0043c,brittany_spaniel,43.0
4095,65eba20e9bacccbbf0264c41b2a84213,greater_swiss_mountain_dog,108.0
5805,92a8d330ae081b4514acb5c28fc3c2c2,bull_mastiff,44.0
7989,c7b6194c7f653f9c38ce8dddbecc2e38,kelpie,29.0
3221,4fdc5fdf324a00b9ea08b866904fc7c1,entlebucher,26.0
8200,cd00a72c75a1cb3a121a032560b47969,french_bulldog,48.0
4992,7ded64b171d3bab3db45d659027eddce,shetland_sheepdog,66.0
4114,6680c9c925076285d51b5676d9e13b9f,german_short-haired_pointer,97.0
8196,cce6c1a924e06dd07bb86d76d6d705d6,bernese_mountain_dog,25.0
7587,be33b4ae29b609b6d3b005e9b7b298a0,scotch_terrier,103.0
6978,aef36e28ef84d9c3833b3896e27c98ba,saint_bernard,65.0
4884,7a98dcbc73145a80967e0d3471706cba,blenheim_spaniel,15.0
10149,fe081bb43a6b0902d7ae9cb560053bc1,leonberg,102.0
9288,e93489f9d52d63c373264b27daabf420,welsh_springer_spaniel,19.0
8263,cedaa14045b1bea7a383f5bdf588db89,appenzeller,54.0
4699,75f56fd5d5b7ca2303d46bcca675395b,old_english_sheepdog,34.0
8574,d739b294a3652ef517b86d9b79770910,beagle,105.0
2534,3f2ad3df5b64a29a9aabd75476f8d46d,yorkshire_terrier,86.0
2133,351a08cd2b2fca3a3f57cf4007857231,schipperke,5.0
8355,d194f1de2eb1f5037481388b04452b6b,toy_poodle,0.0
567,0df3cd4042fa7c2a6e008a3a849a23d1,bedlington_terrier,84.0
8235,ce0b7b688e294ae5ae0620354c946f0d,saluki,58.0
9166,e63afe537a7d02e36846ca681e89f198,entlebucher,26.0
2261,386c9ef54712d0218980b38219378ac4,great_pyrenees,28.0
2647,4193da9e92c9a34fbf6554cf42e4d4b6,norwegian_elkhound,75.0
